,id,title,twitter_location,twitter_text,twitter_time,twitter_user
125,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/vRQkRcqwXz",2018-02-07 04:47:20,Wallhangers_Art
126,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",west virginia,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/J1EYmxN6bI",2018-02-07 04:55:59,MccardleNatasha
127,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Greensboro, NC","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jPvemLyj9x",2018-02-07 04:56:48,mjsparksb
128,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Hawthorne ca,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/GdWEd084du",2018-02-07 05:07:25,djree2018
129,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Cuyahoga Falls, Ohio","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/X8YJjeI9LZ",2018-02-07 05:39:11,rdavey321
130,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Rosedale, MD 21237","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/O8ZxMqu2MX",2018-02-07 05:43:05,Bmac_Auto
131,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/hsZalRrlxR",2018-02-07 06:02:10,Gaslightlounge4
132,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ghexaRcLHz",2018-02-07 06:28:52,Hensley247
133,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Peabody,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/k8RkD5JLnq",2018-02-07 07:11:28,Luanaax3o
134,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","iPhone: 34.091720,-118.368608","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/QtNG9w3zUj",2018-02-07 07:52:42,Mister_Moose17
135,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018", DUCKED DF OFF,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/frwwsMajZK",2018-02-07 08:51:21,BlackndSexxy
136,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",United States,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/JlFM00MYp7",2018-02-07 10:08:11,JerseyNewspaper
137,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",McDelaware,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/c5vQnl0Tsk",2018-02-07 10:32:35,KaiteeBabby
138,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",South Carolina,"About time!  What idiot still smokes in 2018?
 Smoking In Cars With Children Is Illegal Starting January 30, 2018… https://t.co/E8sEA6FvdV",2018-02-07 10:55:07,3BarbaraSC
139,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Philadelphia, PA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Tc6Olqf0Si",2018-02-07 11:11:51,Nena_0119
140,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Freeport, NY","If this is true, it’s about time!
Smoking In Cars With Children Is Illegal Starting January 30, 2018… https://t.co/Q0vcOHbuQ8",2018-02-07 11:14:45,winstonoftroy
141,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","saint Albans ,maine","Smoking in cars with children is illegal starting January 30, 2018 https://t.co/ckUWjHrEMN",2018-02-07 11:42:54,plrkid
142,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Jackson NJ ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/eDCRFRzP9B",2018-02-07 11:43:46,rcattonar
143,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Clayton, DE","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jUjYnffRSY",2018-02-07 11:57:18,Drizzle302
144,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Queen City Charlotte, NC","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/uXNeWf2jU5",2018-02-07 11:57:30,drmetate
145,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Corpus Christi, TX","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/oADhtjC4N3",2018-02-07 12:00:04,BMXHusHWiDiT
146,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/WkKpbmh2Ix",2018-02-07 12:11:17,skollma
147,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/SllUQF36eT",2018-02-07 12:16:21,ricksumner2
148,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Carnegie, OK","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/cW2eFs6yZK",2018-02-07 12:21:48,KiowaIMPCG
149,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Charleston, S.C.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/dSk92tEjjT",2018-02-07 12:25:02,DJRPR
150,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Everywhere,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/i3QX5ErGQM",2018-02-07 12:28:38,niquemusicworld
151,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Los Angeles, ca","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/MmRhrAoDI4",2018-02-07 12:42:08,TangentGuitar
152,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1WdWLGEixK",2018-02-07 13:07:52,Pretty_Vee
153,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",LAGOS ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Ls5gSkqUr3",2018-02-07 13:20:34,alexanderchael
154,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/YoNYv7Mmuh",2018-02-07 13:22:01,txglory903
155,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Chicago, IL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HxsCgPReZx",2018-02-07 13:29:26,DannyDigable
156,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Savannah, Ga","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/vycj9EPCIY",2018-02-07 13:30:31,chuckcourtenay
157,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/u2WAirbko8",2018-02-07 13:31:42,fishergirl0019
158,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/t4XeyehsFk",2018-02-07 13:37:41,CfftkForce
159,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Little Village, Chicago, Il.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/3xfXRNtZ61 via @LoveThisPic_com",2018-02-07 14:03:36,LisaAngonese
160,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",PA,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/EdF4pvIChW",2018-02-07 14:06:08,blamom
161,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",NH,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/laFpcylEP0",2018-02-07 14:14:16,Krispy815
162,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/J2904k7e6T",2018-02-07 14:28:50,amjrclr31
163,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Chardon, OH","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/US5Jg0GXwP",2018-02-07 14:44:07,inexoria
164,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking in cars with children is illegal starting January 30, 2018 https://t.co/ThdklmF2N4",2018-02-07 14:46:40,pjseewald
165,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/DEH9cPaDlh",2018-02-07 14:58:31,EdLizScolnick
166,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Pittsburgh, Pa","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/snwfxhkj7I",2018-02-07 15:08:10,DebbiePope3
167,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","ÜT: 25.716656,-80.251627","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ZYt4poWJuF",2018-02-07 15:14:15,FERNBIZ16
168,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/9M7BNEJu5k",2018-02-07 15:23:09,BRUSARD
169,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018", New York  / P.A Area ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/yeDhVz8ZCM via @LoveThisPic_com",2018-02-07 15:38:19,borderfox116
170,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Greensboro, NC","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/zoBGJL1FYP",2018-02-07 15:41:34,LoversDistill
171,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/A1IrBqF0xm",2018-02-07 15:51:14,kev227845
172,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/iIPMfyMH8w",2018-02-07 16:01:35,ThaSwirl
173,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Lebanon, PA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/bciNmXeiLL",2018-02-07 16:12:22,ryeagleyjr
174,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Chicago, IL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 #quitsmoking #nosmokingincars #nosmoking YES!!!… https://t.co/5uS6gsb3Ra",2018-02-07 16:16:16,itsjustaphaze
175,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",New Jersey,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/P57Hgp6kCx",2018-02-07 16:23:44,Ninala24
176,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/c7GgfOMPHl",2018-02-07 16:29:27,bj54
177,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Victoria, BC, Canada","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/LZ3lgvC23P",2018-02-07 16:29:47,KODistinction
178,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/VNr8jGUp8b",2018-02-07 16:37:22,river_willow
179,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/k3SyAi8ria",2018-02-07 16:38:41,whitneyroyer
180,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jfz7Ti5xqy",2018-02-07 16:42:19,NoonieLopez
181,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Lakeland, FL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/MxG0PtCtlP",2018-02-07 16:44:15,thewebbix
182,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/0tnETcNTNl",2018-02-07 16:44:37,RussellBenz
183,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Ft. Myers, FL USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HuGbBdDuzP via @LoveThisPic_com",2018-02-07 16:58:11,Ileanainbliss
184,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Dalton, GA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1pcwRFkXkX",2018-02-07 17:01:59,eyedocmalerbi
185,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Pennsylvania,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ncwYiiDCNQ via @LoveThisPic_com  I'm so happy about this!",2018-02-07 17:05:32,clarahinton
186,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Chicago, IL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ldbgrGs24U",2018-02-07 17:10:29,daudelllaw
187,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/O6t7wBxXdw",2018-02-07 17:24:36,LonexCoyote
188,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Northampton,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/DEFxTaQO7V",2018-02-07 17:28:46,chilledworld1t
189,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Cincinnati, OH","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/i3s7nQaUpY",2018-02-07 17:33:41,murphyalicia26
190,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/rJXGLsKnqz",2018-02-07 17:50:15,CassieCastellow
191,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Hồ Chí Minh, Việt Nam","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/XjJq2NmIE3",2018-02-07 18:01:27,quancauxanh
192,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Paducah, KY","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/wk6UWQQ43O",2018-02-07 18:07:49,anxiousmeatball
193,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",NY/UT/NC/CA,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/s0y4hs75zF",2018-02-07 18:24:29,iamTristanCole
194,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",I live in Virginia,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/pbtPauto0h",2018-02-07 18:33:07,rookie992
195,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Miami,"#WednesdayWisdom SMOKING In Cars With Children Is ILLEGAL Starting January 30, 2018 https://t.co/htF0kOolMb",2018-02-07 18:34:18,LoveThisPic_com
196,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/AzA55xtVkx",2018-02-07 18:34:19,JuliaAwe
197,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Des Moines, IA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/UP7fCHxEdo via @LoveThisPic_com #NoSmoking",2018-02-07 18:43:39,Lipstickonu
198,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/TOfzx3RkwD",2018-02-07 18:53:11,UniVirgoSoul
199,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","North Weymouth, MA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/q7RG4twOTL",2018-02-07 19:06:39,NorthWeymouth
200,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",SHOAL LAKE. ONTARIO,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/D6b2fOCinK",2018-02-07 19:16:07,REDSKY35
201,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Tuscany, Italy, Poggibonsi","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/aDXWr91t28",2018-02-07 19:16:35,VillaLaCollina
202,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","New York, New York","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HVf1AuRCsp via @LoveThisPic_com GOOD it's about time",2018-02-07 19:20:41,divamoms
203,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/wDTgUxNw6X",2018-02-07 19:27:34,michellemmtz
204,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Los Angeles, CA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/kJjV2knPC7",2018-02-07 19:28:15,JimileeA
205,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Mtn.View, Arkansas","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/OCR1Cs5tLd",2018-02-07 19:41:45,BearPawMassage
206,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Tonopah AZ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/DHwouWWAuB",2018-02-07 19:42:10,hhmhilliard
207,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Park City, IL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/aP2W5ReetT",2018-02-07 19:42:47,Slimdaillkid
208,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Birmingham, AL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/trlJ8NH2qF",2018-02-07 19:57:30,ilovelucybeth
209,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Magnolia, TX ","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HDtnM73Bjj",2018-02-07 20:04:44,JenWeissbach
210,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Niagara Falls & Los Angeles,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/tM2rL1jNLv",2018-02-07 20:06:37,korenbellcullen
211,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Columbus, OH","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/NRg9I3hrgl",2018-02-07 20:35:52,JuggernautSteve
212,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Close, yet far away!!","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ig861DFBAk",2018-02-07 20:37:23,funnyman6869
213,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Georgia, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Ov543hXNVY",2018-02-07 20:40:59,3kids2boys
214,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Union city, Tn","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/lKhRELNFqg",2018-02-07 20:57:53,posh_a_bella
215,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Newark/Plainfield NJ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/12c2T86ENS",2018-02-07 21:06:54,Sir_Rhommi
216,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Y37RNGSEwG",2018-02-07 21:12:37,loyal_candu
217,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Jackson, NJ","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/B1h3ACi7UL",2018-02-07 21:27:40,USMCE5
218,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Trenton, SC","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HuGMjg45vK",2018-02-07 21:39:46,madjon51
219,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",New York,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/UjBZpokZUr",2018-02-07 21:52:59,gerigarguilo
220,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Houston, Texas","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Jur9TsVhtB",2018-02-07 21:55:37,bmendezhouston
221,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","New Haven, CT","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/39L9GWFUU5 via @LoveThisPic_com",2018-02-07 21:58:56,wanda2f
222,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Missouri, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jug9eD0TAf",2018-02-07 22:05:34,Kiss_with_love
223,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/idUDjJX0jt",2018-02-07 22:11:25,1Beckylynn
224,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/LzKl5Lh6N1",2018-02-07 22:28:17,jimmilliron
225,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Knoxville, Tennessee","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/msVgHv76aq",2018-02-07 22:31:08,mikkijcraig
226,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Scranton PA USA,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/szzPKkKk0i",2018-02-07 22:34:16,ksoze43
227,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/83eiGeFnUh",2018-02-07 22:38:41,HeltonBonnie
228,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/6251dSayFp",2018-02-07 22:47:26,Margauxmurray
229,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/uJLZk9LEPG",2018-02-07 23:05:00,bamochev
230,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Breinigsville, Pa.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/8ofHmS2H1G",2018-02-07 23:05:06,judihodges
231,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/7M9ACVKrUu",2018-02-07 23:10:40,MichaelBWJr
232,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",2490 Lee Blvd Cleveland Hts.,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/2hkYOPA0Td",2018-02-07 23:17:57,IzzahSport
233,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Covington, GA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/AxurY2rxSK",2018-02-07 23:18:27,MichelleLeague7
234,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/XllBtPLFGo",2018-02-07 23:20:33,alphagoddess23
235,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Lubbock, TX","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/uM6b7O8YqD",2018-02-07 23:24:12,sandi_buchanan
236,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Blackpool, England","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/6sAj8X8nYG",2018-02-07 23:31:39,HavenBlackpool
237,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Spooky Island,"About damn time. Why don't we make it illegal to smoke in a house with a child too while we are at it?
Smoking In C… https://t.co/FF0J9AQkWb",2018-02-07 23:41:56,MidwestBasic
238,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Chicago,IL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Su1RlpI88b",2018-02-07 23:50:13,IamMizzCity
239,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Harrisburg,Pa","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/n68DlbiX3v",2018-02-07 23:58:23,Artill717
240,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Albany,NY","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/GfkKlKQB4k",2018-02-07 23:59:26,KimAWillsey
241,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Ontario, Canada","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/lAAF9cXFcM via @LoveThisPic_com",2018-02-08 00:00:59,medstarinc
242,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Augusta, GA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/DjlvAcP2MV",2018-02-08 00:09:11,hiriser7
243,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",The world,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/8TTzDYT8TH",2018-02-08 00:13:19,MaddisonRoberts
244,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Philadelphia, Pa.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/S5a3D2ymNH",2018-02-08 00:24:42,MarieNoelMiller
245,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/OTj0Hcq7ms",2018-02-08 00:28:39,Cortaman
246,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Paoli, IN","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/FvDFNvGZC6",2018-02-08 00:31:55,dabrand5
247,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/4u1aHv1jKA",2018-02-08 00:32:26,MinnesotaHeath
248,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Orange Park Florida ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/XjGP9JPxNG",2018-02-08 00:39:33,ItzMe_1969
249,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/OLZ04xt4Cd",2018-02-08 00:48:40,DiamondDograv
